id,titulo,preco,marca,modelo,km,ano,tipo,pot_motor,kit_gnv,cor,combustivel,portas,cambio,direcao,municipio,url,features
470,hyundaihb20comfort1.0flex12vmec.2024-1359391994|olx,71390.0,hyundai,hyundaihb20comfort1.0flex12vmec.,45319,2024,hatch,1.0,0,prata,flex,4.0,manual,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20-2024-1-0-12v-flex-comfort-manual-1359391994,hyundaihb20comfort1.0flex12vmec. 71390.0 hyundai 45319 2024 hatch 1.0 0 prata flex 4.0 manual elétrica sãopaulo
471,volkswagenvoyage1.0flex12v4p2023-1359456096|olx,59590.0,volkswagen,volkswagenvoyage1.0flex12v4p,52148,2023,sedã,1.0,0,branco,flex,4.0,manual,hidráulica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-voyage-2023-1-0-12v-mpi-totalflex-4p-manual-1359456096,volkswagenvoyage1.0flex12v4p 59590.0 volkswagen 52148 2023 sedã 1.0 0 branco flex 4.0 manual hidráulica sãopaulo
472,chevrolettrackerlt1.0turbo12vflexaut2024-1340806470|olx,124290.0,chevrolet,chevrolettrackerlt1.0turbo12vflexaut,14569,2024,suv,1.0,0,branco,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-tracker-2024-1-0-turbo-flex-lt-automatico-1340806470,chevrolettrackerlt1.0turbo12vflexaut 124290.0 chevrolet 14569 2024 suv 1.0 0 branco flex 4.0 automático elétrica sãopaulo
473,audiq31.4tfsi/tfsiflexs-tronic5p2017-1345122617|olx,97000.0,audi,audiq31.4tfsi/tfsiflexs-tronic5p,100500,2017,suv,1.4,0,branco,flex,4.0,automático,hidráulica,anápolis,https://go.olx.com.br/grande-goiania-e-anapolis/autos-e-pecas/carros-vans-e-utilitarios/audi-q3-1-4-16-17-1345122617,audiq31.4tfsi/tfsiflexs-tronic5p 97000.0 audi 100500 2017 suv 1.4 0 branco flex 4.0 automático hidráulica anápolis
474,chevrolethatchltz1.012vtbflexaut.4p2023-1350684269|olx,90890.0,chevrolet,chevrolethatchltz1.012vtbflexaut.4p,19993,2023,hatch,1.0,0,vermelho,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2023-1-0-turbo-flex-ltz-automatico-1350684269,chevrolethatchltz1.012vtbflexaut.4p 90890.0 chevrolet 19993 2023 hatch 1.0 0 vermelho flex 4.0 automático elétrica sãopaulo
475,chevrolethatchlt1.012vflexmec.4p2024-1354717229|olx,72190.0,chevrolet,chevrolethatchlt1.012vflexmec.4p,48698,2024,hatch,1.0,0,branco,flex,4.0,manual,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2024-1-0-flex-lt-manual-1354717229,chevrolethatchlt1.012vflexmec.4p 72190.0 chevrolet 48698 2024 hatch 1.0 0 branco flex 4.0 manual elétrica sãopaulo
476,chevroletspinpremier1.88vecono.flex5paut.2024-1359310418|olx,111090.0,chevrolet,chevroletspinpremier1.88vecono.flex5paut.,51734,2024,van/utilitário,1.8,0,branco,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-spin-2024-1-8-premier-8v-flex-4p-automatico-1359310418,chevroletspinpremier1.88vecono.flex5paut. 111090.0 chevrolet 51734 2024 van/utilitário 1.8 0 branco flex 4.0 automático elétrica sãopaulo
477,jeepcompasssportt2701.3tb4x2flexaut2022-1359311313|olx,134190.0,jeep,jeepcompasssportt2701.3tb4x2flexaut,31540,2022,suv,1.3,0,cinza,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/jeep-compass-2022-1-3-t270-turbo-flex-sport-at6-1359311313,jeepcompasssportt2701.3tb4x2flexaut 134190.0 jeep 31540 2022 suv 1.3 0 cinza flex 4.0 automático elétrica sãopaulo
478,chevroletpluspremier1.012vtbflexaut.4p2024-1359340703|olx,104490.0,chevrolet,chevroletpluspremier1.012vtbflexaut.4p,34757,2024,hatch,1.0,0,cinza,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2024-1-0-turbo-flex-plus-premier-automatico-1359340703,chevroletpluspremier1.012vtbflexaut.4p 104490.0 chevrolet 34757 2024 hatch 1.0 0 cinza flex 4.0 automático elétrica sãopaulo
479,chevroletplusltz1.012vtbflexmec.4p2023-1359456093|olx,87490.0,chevrolet,chevroletplusltz1.012vtbflexmec.4p,12147,2023,hatch,1.0,0,preto,flex,4.0,manual,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/chevrolet-onix-2023-1-0-turbo-flex-plus-ltz-manual-1359456093,chevroletplusltz1.012vtbflexmec.4p 87490.0 chevrolet 12147 2023 hatch 1.0 0 preto flex 4.0 manual elétrica sãopaulo
480,renaultdusterintense1.616vflexaut2024-1352513256|olx,103990.0,renault,renaultdusterintense1.616vflexaut,48638,2024,suv,1.6,0,prata,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/renault-duster-2024-1-6-16v-sce-flex-intense-x-tronic-1352513256,renaultdusterintense1.616vflexaut 103990.0 renault 48638 2024 suv 1.6 0 prata flex 4.0 automático elétrica sãopaulo
481,hyundaicomfort1.0flex12vmec.2024-1355665184|olx,91090.0,hyundai,hyundaicomfort1.0flex12vmec.,38697,2024,sedã,1.0,0,prata,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/hyundai-hb20s-2024-1-0-tgdi-flex-comfort-automatico-1355665184,hyundaicomfort1.0flex12vmec. 91090.0 hyundai 38697 2024 sedã 1.0 0 prata flex 4.0 automático elétrica sãopaulo
482,volkswagent-cross1.0tsiflex12v5paut.2024-1356381637|olx,112090.0,volkswagen,volkswagent-cross1.0tsiflex12v5paut.,43236,2024,suv,1.0,0,cinza,flex,4.0,automático,elétrica,sãopaulo,https://sp.olx.com.br/sao-paulo-e-regiao/autos-e-pecas/carros-vans-e-utilitarios/volkswagen-t-cross-2024-1-0-200-tsi-total-flex-automatico-1356381637,volkswagent-cross1.0tsiflex12v5paut. 112090.0 volkswagen 43236 2024 suv 1.0 0 cinza flex 4.0 automático elétrica sãopaulo
